29;21385;3152;3792;3424;3920;2896;3872;2816;3056
30;21395;3152;3792;3424;3904;2912;3872;2816;3056
31;21386;3152;3792;3424;3920;2896;3872;2816;3056
32;21397;3152;3792;3424;3920;2912;3872;2816;3056
33;21388;3152;3792;3424;3904;2912;3872;2816;3056
34;21390;3152;3792;3424;3904;2896;3872;2816;3056
35;21388;3152;3792;3424;3904;2912;3872;2816;3056
36;21388;3152;3792;3424;3904;2896;3872;2816;3056
37;21399;3152;3792;3424;3904;2912;3872;2816;3056
38;21368;3152;3792;3424;3904;2896;3872;2816;3056
39;21380;3152;3792;3424;3904;2912;3872;2816;3056
40;21383;3152;3792;3424;3904;2912;3872;2816;3056
41;21394;3152;3792;3424;3904;2912;3872;2816;3056
42;21387;3152;3792;3424;3904;2912;3872;2816;3056
43;21366;3152;3792;3424;3904;2912;3872;2816;3056
44;21383;3152;3792;3424;3920;2912;3872;2816;3056
45;21395;3152;3792;3424;3904;2912;3872;2816;3056
46;21389;3152;3792;3424;3920;2912;3872;2816;3056
47;21385;3152;3792;3424;3920;2912;3872;2816;3056
48;21388;3152;3792;3424;3920;2912;3872;2816;3056
49;21388;3152;3792;3424;3920;2912;3872;2816;3056
50;21375;3152;3792;3424;3920;2912;3872;2816;3056
51;21398;3168;3792;3424;3920;2912;3872;2816;3072
52;21383;3152;3792;3424;3920;2912;3872;2816;3056
53;21386;3168;3792;3424;3920;2896;3872;2816;3056
54;21373;3152;3792;3424;3920;2912;3872;2816;3056
55;21400;3152;3792;3424;3920;2896;3872;2816;3056
56;21394;3152;3792;3424;3920;2912;3872;2816;3056
57;21394;3152;3792;3424;3904;2896;3872;2816;3056
58;21395;3152;3792;3424;3904;2912;3872;2816;3056
59;21387;3152;3792;3424;3920;2912;3872;2816;3056
60;21381;3152;3792;3424;3920;2912;3872;2816;3072
61;21391;3152;3792;3424;3920;2912;3872;2816;3056
62;21396;3152;3792;3424;3920;2912;3872;2816;3056
63;21392;3152;3792;3424;3920;2912;3872;2816;3056
64;21395;3152;3792;3424;3920;2912;3872;2816;3056
65;21394;3152;3792;3424;3904;2912;3872;2816;3056
66;21392;3152;3792;3424;3904;2912;3872;2816;3056
67;21389;3152;3792;3424;3904;2912;3872;2816;3056
68;21401;3152;3792;3424;3920;2896;3872;2816;3056
69;21385;3152;3792;3424;3920;2912;3872;2816;3056
70;21387;3152;3792;3424;3920;2912;3872;2816;3056
71;21400;3152;3792;3424;3920;2912;3872;2816;3056
72;21399;3152;3792;3424;3920;2912;3872;2816;3056
73;21402;3152;3792;3424;3920;2912;3872;2816;3056
74;21401;3152;3792;3424;3920;2912;3872;2816;3056
75;21392;3152;3792;3424;3904;2912;3872;2816;3072
76;21391;3152;3792;3424;3920;2912;3872;2816;3056
77;21402;3152;3792;3424;3920;2912;3872;2816;3072
78;21401;3152;3776;3424;3904;2912;3872;2816;3056
79;21395;3152;3792;3424;3904;2896;3872;2816;3056
80;21397;3152;3792;3424;3904;2896;3872;2816;3072
81;21406;3152;3792;3424;3920;2912;3872;2816;3056
82;21401;3152;3792;3424;3904;2912;3872;2816;3056
83;21403;3152;3792;3424;3920;2912;3872;2816;3072
84;21401;3152;3792;3424;3904;2912;3872;2816;3056
85;21401;3168;3792;3424;3904;2912;3872;2816;3056
86;21390;3152;3792;3424;3904;2896;3872;2816;3056
87;21398;3152;3792;3424;3904;2912;3872;2816;3056
88;21394;3152;3792;3424;3904;2912;3872;2816;3056
89;21395;3152;3792;3424;3920;2912;3872;2816;3072
90;21398;3152;3792;3424;3904;2912;3872;2816;3056
91;21393;3152;3792;3424;3920;2912;3872;2816;3056
92;21395;3152;3792;3424;3920;2896;3872;2816;3056
93;21390;3152;3792;3424;3904;2912;3872;2816;3056
94;21396;3152;3792;3424;3904;2912;3872;2816;3056
95;21397;3152;3792;3424;3920;2896;3872;2816;3056
96;21383;3152;3792;3424;3920;2896;3872;2816;3056
97;21383;3152;3792;3424;3904;2912;3872;2816;3056
98;21391;3152;3792;3424;3904;2912;3872;2816;3056
99;21387;3152;3792;3424;3920;2912;3872;2816;3072
100;21386;3152;3792;3424;3920;2912;3872;2816;3056
101;21400;3152;3792;3424;3904;2912;3872;2816;3072
102;21392;3152;3792;3424;3920;2912;3872;2816;3056
103;21394;3152;3792;3424;3920;2896;3872;2816;3072
104;21397;3152;3792;3424;3904;2896;3872;2816;3056
105;21399;3152;3792;3424;3904;2896;3872;2816;3056
106;21385;3152;3792;3424;3904;2912;3872;2816;3056
107;21388;3168;3792;3424;3920;2896;3872;2816;3056
108;21406;3152;3792;3424;3920;2896;3872;2816;3056
109;21396;3152;3792;3424;3920;2912;3872;2816;3056
110;21386;3152;3792;3424;3920;2912;3872;2816;3056
111;21392;3152;3792;3424;3904;2896;3872;2816;3056
112;21395;3152;3792;3424;3904;2912;3872;2816;3056
113;21382;3152;3792;3424;3904;2912;3872;2816;3056
114;21387;3168;3792;3424;3904;2912;3872;2816;3056
115;21391;3152;3792;3424;3904;2912;3872;2816;3072
116;21386;3152;3792;3424;3920;2912;3872;2816;3056
117;21391;3152;3792;3424;3920;2896;3872;2816;3056
118;21383;3168;3792;3424;3920;2896;3872;2816;3056
119;21392;3152;3792;3424;3920;2912;3872;2816;3072
120;21390;3152;3792;3424;3904;2912;3872;2816;3056
121;21388;3152;3792;3424;3904;2912;3872;2816;3056
122;21399;3152;3792;3424;3920;2912;3872;2816;3056
123;21376;3152;3792;3424;3920;2912;3872;2816;3056
124;21388;3152;3792;3424;3920;2896;3872;2816;3072
125;21388;3152;3792;3424;3920;2912;3872;2816;3056
126;21392;3168;3792;3424;3920;2896;3872;2832;3056
127;21385;3152;3792;3424;3920;2912;3872;2816;3072
128;21391;3168;3792;3424;3904;2912;3872;2816;3056
129;21390;3152;3792;3424;3920;2912;3872;2816;3056
130;21388;3168;3792;3424;3904;2896;3872;2816;3056
131;21381;3152;3792;3424;3920;2912;3872;2832;3056
132;21399;3152;3792;3424;3920;2912;3872;2816;3056
133;21392;3152;3792;3424;3920;2896;3872;2816;3056
134;21387;3152;3792;3424;3920;2912;3872;2816;3056
135;21384;3168;3792;3424;3920;2912;3872;2816;3056
136;21398;3168;3792;3424;3920;2912;3872;2816;3056
137;21392;3152;3792;3424;3920;2896;3872;2816;3056
138;21398;3152;3792;3424;3920;2912;3872;2816;3072
139;21403;3168;3792;3424;3920;2912;3872;2816;3056
140;21397;3152;3792;3424;3920;2912;3872;2816;3072
141;21386;3168;3792;3424;3920;2912;3872;2816;3056
142;21392;3152;3792;3424;3904;2896;3872;2816;3056
143;21392;3168;3792;3424;3920;2912;3872;2816;3056
144;21394;3152;3792;3424;3920;2912;3872;2816;3056
145;21385;3168;3792;3424;3904;2912;3872;2816;3056
146;21390;3152;3792;3424;3920;2896;3872;2816;3056
147;21358;3152;3792;3424;3904;2912;3888;2816;3056
148;21372;3152;3792;3424;3904;2896;3872;2816;3056
149;21363;3152;3792;3424;3920;2912;3872;2816;3056
150;21351;3168;3792;3424;3920;2912;3872;2816;3072
151;21354;3152;3792;3424;3920;2912;3872;2816;3056
152;21370;3152;3792;3424;3920;2912;3872;2816;3056
153;21370;3152;3792;3424;3920;2912;3872;2816;3056
154;21365;3152;3792;3424;3920;2912;3872;2816;3056
155;21374;3152;3792;3424;3920;2896;3872;2832;3056
156;21356;3152;3792;3424;3920;2912;3872;2816;3056
157;21364;3152;3792;3424;3920;2912;3872;2816;3056
158;21365;3168;3792;3424;3920;2912;3872;2816;3056
159;21363;3168;3792;3424;3920;2912;3872;2832;3056
160;21366;3152;3792;3424;3920;2912;3872;2816;3056
161;21372;3168;3792;3424;3920;2912;3872;2816;3056
162;21353;3152;3792;3424;3920;2912;3872;2816;3056
163;21365;3152;3792;3424;3920;2896;3872;2816;3056
164;21356;3152;3792;3424;3920;2912;3872;2832;3056
165;21354;3152;3792;3424;3920;2912;3872;2816;3056
166;21356;3168;3792;3424;3920;2896;3872;2816;3056
167;21361;3152;3792;3424;3920;2912;3872;2816;3056
168;21364;3168;3792;3424;3920;2912;3872;2832;3056
169;21364;3168;3792;3424;3920;2912;3872;2816;3056
170;21366;3152;3792;3424;3920;2912;3872;2832;3056
171;21371;3168;3792;3424;3920;2912;3872;2816;3056
172;21360;3152;3792;3424;3920;2912;3872;2832;3056
173;21360;3152;3792;3424;3920;2912;3872;2816;3056
174;21366;3152;3792;3424;3920;2912;3872;2816;3056
175;21378;3152;3792;3424;3920;2912;3872;2832;3072
176;21364;3152;3792;3424;3936;2912;3872;2816;3056
177;21354;3152;3808;3424;3920;2912;3872;2816;3056
178;21367;3168;3792;3424;3920;2912;3872;2816;3072
179;21365;3152;3792;3424;3920;2912;3872;2816;3056
180;21374;3168;3792;3424;3920;2896;3888;2816;3056
181;21372;3168;3792;3424;3920;2912;3872;2816;3056
182;21377;3168;3792;3424;3920;2912;3872;2816;3056
183;21372;3152;3792;3424;3920;2912;3872;2816;3056
184;21363;3168;3792;3424;3920;2912;3872;2816;3056
185;21361;3152;3792;3424;3920;2912;3872;2816;3056
186;21357;3168;3792;3424;3920;2912;3872;2816;3056
187;21363;3152;3792;3424;3920;2912;3872;2816;3056
188;21387;3152;3792;3424;3920;2912;3872;2816;3056
189;21368;3152;3792;3424;3920;2912;3872;2832;3072
190;21369;3152;3792;3424;3920;2896;3872;2832;3056
191;21364;3168;3792;3424;3920;2912;3872;2816;3056
192;21366;3168;3792;3424;3920;2912;3872;2816;3072
193;21362;3152;3792;3424;3920;2912;3872;2832;3056
194;21367;3152;3792;3424;3920;2912;3872;2832;3072
195;21370;3168;3792;3424;3920;2896;3872;2816;3072
196;21370;3168;3792;3424;3920;2912;3872;2816;3056
197;21383;3168;3792;3424;3920;2896;3872;2832;3056
198;21363;3168;3792;3424;3920;2896;3872;2816;3056
199;21377;3168;3792;3424;3920;2912;3872;2816;3056
200;21373;3168;3792;3424;3920;2912;3872;2832;3072
201;21359;3152;3792;3424;3920;2912;3872;2816;3056
202;21373;3152;3792;3424;3936;2912;3872;2832;3072
203;21367;3168;3792;3424;3920;2912;3872;2832;3072
204;21377;3168;3792;3424;3920;2912;3872;2816;3056
205;21359;3168;3792;3424;3920;2912;3872;2832;3072
206;21367;3168;3792;3424;3920;2912;3872;2816;3056
207;21378;3168;3808;3424;3936;2912;3872;2816;3056
208;21369;3168;3792;3424;3920;2912;3872;2816;3056
209;21373;3168;3792;3424;3920;2896;3872;2832;3072
210;21366;3168;3792;3424;3936;2912;3872;2816;3072
211;21363;3168;3808;3424;3920;2912;3888;2816;3056
212;21370;3168;3808;3424;3920;2912;3872;2832;3056
213;21365;3168;3808;3424;3936;2912;3872;2832;3056
214;21374;3168;3808;3424;3936;2912;3872;2832;3072
215;21363;3168;3808;3424;3936;2896;3872;2816;3056
216;21365;3168;3792;3424;3936;2912;3872;2816;3056
217;21367;3168;3792;3424;3936;2912;3872;2816;3072
218;21358;3168;3792;3408;3936;2912;3872;2832;3056
219;21370;3168;3792;3424;3920;2896;3872;2832;3056
220;21371;3168;3808;3424;3936;2912;3872;2832;3072
221;21381;3168;3792;3424;3936;2912;3872;2832;3056
222;21368;3168;3808;3424;3936;2912;3872;2832;3056
223;21377;3168;3808;3424;3936;2912;3872;2832;3056
224;21373;3168;3808;3424;3936;2912;3872;2832;3056
225;21366;3168;3808;3424;3936;2912;3872;2832;3056
226;21375;3168;3808;3424;3936;2912;3872;2832;3072
227;21377;3168;3792;3424;3936;2912;3872;2832;3056
228;21370;3168;3792;3424;3920;2912;3872;2832;3072
229;21366;3168;3792;3424;3920;2912;3872;2832;3056
230;21385;3168;3792;3424;3936;2912;3872;2832;3072
231;21370;3168;3808;3424;3936;2912;3872;2832;3072
232;21361;3168;3808;3424;3936;2912;3872;2832;3072
233;21374;3168;3808;3424;3936;2912;3872;2832;3056
234;21372;3168;3792;3424;3936;2912;3872;2832;3072
235;21356;3168;3808;3424;3936;2912;3872;2832;3072
236;21367;3152;3792;3424;3936;2912;3872;2832;3056
237;21365;3152;3792;3424;3936;2912;3872;2832;3056
238;21381;3152;3808;3424;3920;2912;3872;2832;3056
239;21385;3168;3792;3424;3920;2912;3872;2816;3072
240;21355;3152;3808;3424;3920;2912;3872;2816;3072
241;21367;3168;3808;3424;3920;2896;3872;2832;3056
242;21371;3152;3792;3424;3920;2912;3872;2816;3056
243;21378;3152;3792;3424;3936;2896;3872;2816;3072
244;21370;3168;3792;3424;3936;2912;3872;2832;3056
245;21364;3168;3808;3424;3936;2912;3872;2832;3072
246;21372;3168;3808;3424;3936;2912;3872;2832;3072
247;21373;3168;3808;3424;3936;2912;3872;2832;3056
248;21366;3168;3792;3424;3936;2912;3872;2832;3072
249;21370;3152;3792;3424;3936;2912;3872;2816;3056
250;21358;3168;3792;3424;3920;2896;3872;2816;3072
251;21375;3168;3808;3424;3920;2912;3872;2832;3072
252;21372;3168;3792;3424;3936;2912;3872;2832;3072
253;21355;3168;3792;3424;3920;2912;3872;2832;3072
254;21361;3168;3792;3424;3920;2912;3872;2816;3056
255;21364;3152;3792;3424;3920;2912;3872;2816;3056
256;21371;3168;3792;3424;3920;2912;3872;2832;3056
257;21360;3152;3792;3424;3920;2912;3872;2832;3072
258;21375;3168;3792;3424;3936;2912;3872;2816;3056
259;21372;3168;3792;3424;3936;2912;3872;2832;3056
260;21360;3168;3792;3424;3936;2912;3872;2832;3056
261;21366;3168;3808;3424;3936;2912;3872;2832;3072
262;21375;3168;3792;3424;3936;2912;3872;2816;3072
263;21373;3168;3792;3424;3920;2912;3872;2816;3072
264;21368;3152;3792;3424;3936;2912;3872;2832;3072
265;21372;3168;3792;3424;3936;2912;3872;2832;3072
266;21372;3168;3792;3424;3920;2912;3872;2832;3056
267;21379;3168;3792;3424;3936;2912;3872;2832;3072
268;21369;3168;3792;3424;3936;2912;3872;2816;3056
269;21386;3168;3792;3424;3920;2896;3872;2832;3072
270;21382;3168;3792;3424;3920;2912;3872;2832;3072
271;21360;3168;3792;3424;3920;2912;3872;2816;3072
272;21369;3168;3792;3424;3920;2912;3872;2816;3072
273;21366;3152;3792;3424;3920;2912;3872;2816;3056
274;21354;3168;3792;3424;3920;2912;3872;2816;3056
275;21371;3152;3792;3424;3920;2912;3872;2816;3072
276;21376;3152;3792;3424;3920;2912;3872;2816;3056
277;21366;3152;3792;3424;3920;2896;3872;2832;3072
278;21366;3168;3792;3424;3920;2912;3872;2816;3056
279;21362;3168;3792;3424;3920;2912;3872;2832;3056
280;21371;3168;3792;3424;3920;2912;3872;2832;3072
281;21368;3168;3792;3424;3920;2912;3872;2816;3056
282;21363;3168;3792;3424;3920;2912;3872;2832;3072
283;21375;3168;3792;3424;3920;2912;3872;2832;3072
284;21370;3152;3792;3424;3920;2912;3872;2832;3072
285;21368;3168;3792;3424;3920;2912;3872;2816;3056
286;21365;3168;3792;3424;3920;2912;3872;2832;3072
287;21357;3168;3808;3424;3936;2912;3872;2816;3072
